profile_id,job_id,relevance,split,rationale
P10,J21,0,held_out,No direct evidence for the graphic design job's core requirements; profile focus is generalist software engineering.
P10,J22,0,held_out,No direct evidence for the mechanical CAD job's core requirements; profile focus is generalist software engineering.
P10,J23,0,held_out,No direct evidence for the civil engineering job's core requirements; profile focus is generalist software engineering.
P10,J24,0,held_out,No direct evidence for the laboratory research job's core requirements; profile focus is generalist software engineering.
P10,J25,0,held_out,No direct evidence for the supply chain/operations job's core requirements; profile focus is generalist software engineering.
P10,J26,0,held_out,"[human adjudication 2026-09-22, self-reported] The profile shows communication through mentoring and teamwork, but it does not show spreadsheet work, customer follow-up, or sales operations experience."
P10,J27,0,held_out,No direct evidence for the product management job's core requirements; profile focus is generalist software engineering.
P10,J28,0,held_out,No direct evidence for the IT support job's core requirements; profile focus is generalist software engineering.
P10,J29,0,held_out,Engineering profile with no documentation-writing evidence beyond one note on endpoint docs; not a match for a no-code writing role.
P10,J30,2,held_out,Unity C# platformer using vector maths and collision responses.
